ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 100000000
Total de primos encontrados: 423140
Fecha de análisis: 2025-07-30T12:29:16.768
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
121259	242519	2	5
121403	242807	2	5
121559	243119	5	2
121631	243263	5	2
121763	243527	2	5
121853	243707	2	5
121931	243863	8	8
122021	244043	8	8
122099	244199	5	2
122201	244403	8	8
122231	244463	2	5
122273	244547	8	8
122393	244787	2	5
122471	244943	8	8
122819	245639	5	2
122861	245723	2	5
122891	245783	5	2
123059	246119	2	5
123083	246167	8	8
123269	246539	5	2
123341	246683	5	2
123401	246803	2	5
123419	246839	2	5
123449	246899	5	2
123503	247007	5	2
123719	247439	5	2
123731	247463	8	8
123803	247607	8	8
123923	247847	2	5
124121	248243	2	5
124133	248267	5	2
124433	248867	8	8
124493	248987	5	2
124529	249059	5	2
124643	249287	2	5
124769	249539	2	5
124781	249563	5	2
124823	249647	2	5
125003	250007	2	5
125201	250403	2	5
125399	250799	2	5
125693	251387	8	8
125921	251843	2	5
126443	252887	2	5
126491	252983	5	2
126551	253103	2	5
126653	253307	5	2
126683	253367	8	8
126713	253427	2	5
126719	253439	8	8
126839	253679	2	5
126851	253703	5	2
127103	254207	5	2
127139	254279	5	2
127331	254663	8	8
127373	254747	5	2
127481	254963	5	2
127493	254987	8	8
127541	255083	2	5
127691	255383	8	8
127709	255419	8	8
127733	255467	5	2
127973	255947	2	5
128099	256199	2	5
128153	256307	2	5
128321	256643	8	8
128399	256799	5	2
128483	256967	8	8
128549	257099	2	5
128669	257339	5	2
128813	257627	5	2
128819	257639	2	5
128939	257879	5	2
128951	257903	8	8
128993	257987	5	2
129011	258023	5	2
129221	258443	8	8
129263	258527	5	2
129281	258563	5	2
129401	258803	8	8
129443	258887	5	2
129491	258983	8	8
129509	259019	8	8
129581	259163	8	8
129749	259499	5	2
129953	259907	2	5
129971	259943	2	5
130199	260399	5	2
130241	260483	2	5
130439	260879	2	5
131063	262127	5	2
131321	262643	2	5
131441	262883	5	2
131591	263183	2	5
131711	263423	5	2
131759	263519	8	8
131783	263567	5	2
131861	263723	2	5
131909	263819	5	2
131933	263867	2	5
132263	264527	8	8
132299	264599	8	8
132329	264659	2	5
132371	264743	8	8
132623	265247	8	8
132701	265403	5	2
132851	265703	2	5
132893	265787	8	8
133013	266027	2	5
133379	266759	8	8
133499	266999	2	5
133571	267143	2	5
133583	267167	5	2
133649	267299	8	8
133709	267419	5	2
133949	267899	2	5
133979	267959	5	2
134171	268343	8	8
134219	268439	2	5
134243	268487	8	8
134489	268979	2	5
134591	269183	5	2
134609	269219	5	2
134789	269579	5	2
135029	270059	2	5
135119	270239	2	5
135221	270443	5	2
135281	270563	2	5
135329	270659	5	2
135449	270899	8	8
135461	270923	2	5
135533	271067	2	5
135581	271163	5	2
135731	271463	2	5
135851	271703	5	2
135893	271787	2	5
136133	272267	8	8
136379	272759	2	5
136403	272807	8	8
136463	272927	5	2
136523	273047	2	5
136541	273083	2	5
136751	273503	5	2
136859	273719	5	2
136949	273899	5	2
137201	274403	5	2
137339	274679	8	8
137369	274739	2	5
137393	274787	8	8
137519	275039	8	8
137573	275147	8	8
137699	275399	8	8
137723	275447	5	2
137771	275543	8	8
137849	275699	5	2
137993	275987	5	2
137999	275999	2	5
138041	276083	8	8
138179	276359	2	5
138251	276503	2	5
138311	276623	8	8
138389	276779	5	2
138581	277163	8	8
138629	277259	2	5
138821	277643	5	2
138893	277787	5	2
138923	277847	8	8
138959	277919	8	8
139109	278219	5	2
139313	278627	2	5
139343	278687	5	2
139409	278819	8	8
139439	278879	2	5
139511	279023	2	5
139571	279143	8	8
139589	279179	8	8
139703	279407	5	2
139721	279443	5	2
139739	279479	5	2
139883	279767	5	2
140069	280139	2	5
140111	280223	8	8
140249	280499	2	5
140351	280703	5	2
140603	281207	5	2
140639	281279	5	2
140663	281327	2	5
140681	281363	2	5
140813	281627	8	8
140831	281663	8	8
140891	281783	5	2
141353	282707	8	8
141413	282827	5	2
141539	283079	5	2
141731	283463	8	8
141803	283607	8	8
142193	284387	2	5
142211	284423	2	5
142223	284447	5	2
142391	284783	2	5
142403	284807	5	2
142559	285119	8	8
142589	285179	2	5
142799	285599	5	2
143243	286487	8	8
143249	286499	5	2
143501	287003	5	2
143609	287219	5	2
143873	287747	8	8
144323	288647	8	8
144341	288683	8	8
144383	288767	5	2
144563	289127	5	2
144569	289139	2	5
144659	289319	2	5
144671	289343	5	2
144719	289439	8	8
144731	289463	2	5
144779	289559	5	2
144983	289967	2	5
145091	290183	2	5
145109	290219	2	5
145121	290243	5	2
145643	291287	5	2
145679	291359	5	2
145709	291419	8	8
145721	291443	2	5
145823	291647	5	2
145949	291899	5	2
145991	291983	2	5
146141	292283	8	8
146213	292427	8	8
146543	293087	5	2
146603	293207	2	5
146669	293339	5	2
146801	293603	2	5
146819	293639	2	5
147011	294023	5	2
147029	294059	5	2
147083	294167	5	2
147089	294179	2	5
147401	294803	8	8
147503	295007	2	5
147629	295259	2	5
147863	295727	2	5
148013	296027	8	8
148079	296159	2	5
148091	296183	5	2
148139	296279	8	8
148331	296663	2	5
148829	297659	5	2
148853	297707	2	5
148859	297719	8	8
149021	298043	8	8
149111	298223	8	8
149153	298307	5	2
149213	298427	2	5
149333	298667	5	2
149399	298799	8	8
149423	298847	5	2
149531	299063	5	2
149543	299087	8	8
149861	299723	2	5
149921	299843	8	8
150011	300023	8	8
150323	300647	5	2
150659	301319	8	8
150743	301487	2	5
150791	301583	5	2
150989	301979	5	2
151241	302483	5	2
151253	302507	8	8
151289	302579	8	8
151379	302759	8	8
151451	302903	8	8
151499	302999	2	5
151643	303287	2	5
151769	303539	2	5
151841	303683	2	5
151883	303767	8	8
151901	303803	8	8
152063	304127	8	8
152081	304163	8	8
152111	304223	2	5
152219	304439	2	5
152381	304763	2	5
152423	304847	8	8
152441	304883	8	8
152681	305363	5	2
152819	305639	8	8
152879	305759	5	2
153281	306563	2	5
153353	306707	2	5
153449	306899	8	8
153509	307019	5	2
153533	307067	2	5
153641	307283	2	5
153911	307823	2	5
153929	307859	2	5
154001	308003	2	5
154211	308423	5	2
154769	309539	5	2
154799	309599	8	8
155009	310019	2	5
155219	310439	5	2
155231	310463	8	8
155723	311447	5	2
155783	311567	2	5
155801	311603	2	5
156011	312023	5	2
156041	312083	8	8
156371	312743	5	2
156419	312839	8	8
156671	313343	8	8
156941	313883	8	8
157109	314219	5	2
157133	314267	2	5
157211	314423	8	8
157271	314543	5	2
157523	315047	5	2
157733	315467	8	8
157799	315599	2	5
157889	315779	2	5
157901	315803	5	2
158129	316259	8	8
158201	316403	8	8
158351	316703	5	2
158429	316859	2	5
158633	317267	8	8
158663	317327	2	5
158699	317399	2	5
158981	317963	5	2
158993	317987	8	8
159161	318323	5	2
159209	318419	8	8
159233	318467	5	2
159431	318863	5	2
159563	319127	2	5
159629	319259	5	2
159671	319343	2	5
159773	319547	5	2
159839	319679	8	8
160019	320039	8	8
160031	320063	2	5
160169	320339	5	2
160313	320627	5	2
160343	320687	8	8
160619	321239	5	2
161033	322067	5	2
161039	322079	2	5
161123	322247	5	2
161159	322319	5	2
161201	322403	2	5
161303	322607	5	2
161363	322727	2	5
161459	322919	8	8
161543	323087	2	5
161561	323123	2	5
161753	323507	5	2
161783	323567	8	8
161879	323759	5	2
162059	324119	5	2
162119	324239	2	5
162209	324419	2	5
162251	324503	8	8
162293	324587	5	2
162419	324839	5	2
162593	325187	8	8
162671	325343	5	2
162731	325463	2	5
162821	325643	2	5
162971	325943	8	8
163109	326219	2	5
163433	326867	2	5
163469	326939	2	5
163601	327203	8	8
163673	327347	8	8
163853	327707	8	8
163991	327983	2	5
164051	328103	8	8
164309	328619	5	2
164513	329027	2	5
164621	329243	2	5
164831	329663	5	2
164999	329999	2	5
165083	330167	5	2
165173	330347	5	2
165293	330587	8	8
165311	330623	8	8
165383	330767	8	8
165443	330887	5	2
165449	330899	2	5
165653	331307	8	8
165941	331883	8	8
165983	331967	5	2
166151	332303	2	5
166349	332699	2	5
166613	333227	5	2
166643	333287	8	8
166739	333479	5	2
166781	333563	2	5
166823	333647	8	8
166979	333959	2	5
167021	334043	8	8
167099	334199	5	2
167159	334319	2	5
167213	334427	2	5
167309	334619	8	8
167393	334787	2	5
167729	335459	5	2
167759	335519	8	8
167873	335747	5	2
168029	336059	8	8
168071	336143	5	2
168263	336527	8	8
168281	336563	8	8
168293	336587	2	5
168449	336899	5	2
168491	336983	2	5
168713	337427	8	8
168743	337487	2	5
168803	337607	8	8
169079	338159	5	2
169283	338567	2	5
169343	338687	8	8
169373	338747	2	5
169553	339107	2	5
169661	339323	2	5
169733	339467	2	5
169769	339539	2	5
169913	339827	2	5
169919	339839	8	8
169943	339887	5	2
170003	340007	2	5
170063	340127	8	8
170141	340283	5	2
170279	340559	8	8
170393	340787	5	2
170609	341219	5	2
170669	341339	2	5
170711	341423	8	8
170801	341603	8	8
170843	341687	5	2
171023	342047	5	2
171029	342059	2	5
171053	342107	8	8
171179	342359	8	8
171233	342467	8	8
171263	342527	2	5
171299	342599	2	5
171329	342659	5	2
171401	342803	5	2
171449	342899	8	8
171653	343307	5	2
171863	343727	8	8
172181	344363	2	5
172283	344567	5	2
172421	344843	8	8
172829	345659	2	5
172853	345707	8	8
173021	346043	5	2
173039	346079	5	2
173219	346439	5	2
173273	346547	5	2
173501	347003	8	8
173531	347063	2	5
173549	347099	2	5
173993	347987	5	2
174143	348287	2	5
174221	348443	8	8
174263	348527	5	2
174281	348563	5	2
174389	348779	5	2
174413	348827	2	5
174599	349199	8	8
174749	349499	5	2
174893	349787	5	2
174959	349919	8	8
175079	350159	2	5
175211	350423	8	8
175229	350459	8	8
175349	350699	2	5
175391	350783	8	8
175481	350963	8	8
175523	351047	5	2
175673	351347	2	5
175691	351383	2	5
175781	351563	2	5
175853	351707	2	5
175979	351959	2	5
176021	352043	8	8
176201	352403	8	8
176261	352523	5	2
176303	352607	2	5
176369	352739	5	2
176549	353099	5	2
176573	353147	2	5
176849	353699	8	8
176903	353807	8	8
176933	353867	2	5
177011	354023	8	8
177239	354479	2	5
177269	354539	5	2
177323	354647	5	2
177839	355679	8	8
178289	356579	8	8
178781	357563	5	2
178793	357587	8	8
178889	357779	5	2
179051	358103	5	2
179111	358223	2	5
179213	358427	5	2
179243	358487	8	8
179351	358703	8	8
179429	358859	5	2
179453	358907	2	5
179573	359147	5	2
179603	359207	8	8
179633	359267	2	5
180161	360323	8	8
180413	360827	8	8
180473	360947	5	2
180731	361463	2	5
180749	361499	2	5
180959	361919	5	2
181001	362003	2	5
181361	362723	2	5
181523	363047	2	5
181943	363887	8	8
182111	364223	5	2
182261	364523	2	5
182471	364943	5	2
182489	364979	5	2
182519	365039	8	8
182579	365159	5	2
182711	365423	2	5
182813	365627	5	2
183119	366239	5	2
183191	366383	5	2
183299	366599	5	2
183461	366923	5	2
183503	367007	2	5
183509	367019	8	8
183569	367139	5	2
183581	367163	8	8
183713	367427	5	2
184181	368363	5	2
184199	368399	5	2
184511	369023	2	5
184559	369119	5	2
184571	369143	8	8
184631	369263	5	2
184703	369407	5	2
184823	369647	8	8
184829	369659	5	2
184913	369827	8	8
185051	370103	2	5
185099	370199	5	2
185123	370247	2	5
185309	370619	8	8
185441	370883	5	2
185543	371087	8	8
185651	371303	8	8
185693	371387	5	2
185723	371447	8	8
185813	371627	8	8
185819	371639	5	2
185831	371663	8	8
185849	371699	8	8
186149	372299	2	5
186419	372839	2	5
186671	373343	2	5
186689	373379	2	5
186743	373487	2	5
187223	374447	5	2
187409	374819	2	5
187469	374939	8	8
187559	375119	8	8
187721	375443	8	8
187763	375527	5	2
187823	375647	2	5
187871	375743	5	2
188273	376547	2	5
188291	376583	2	5
188609	377219	5	2
188693	377387	8	8
188729	377459	8	8
188843	377687	5	2
188999	377999	8	8
189011	378023	2	5
189041	378083	5	2
189251	378503	8	8
189389	378779	2	5
189593	379187	8	8
189599	379199	5	2
189653	379307	5	2
189671	379343	5	2
189851	379703	5	2
189929	379859	2	5
189989	379979	8	8
190181	380363	2	5
190409	380819	5	2
190523	381047	2	5
190583	381167	8	8
190709	381419	8	8
190763	381527	8	8
190829	381659	2	5
191231	382463	8	8
191441	382883	2	5
191459	382919	2	5
191699	383399	8	8
191861	383723	8	8
191903	383807	5	2
192053	384107	2	5
192113	384227	8	8
192149	384299	8	8
192191	384383	5	2
192239	384479	8	8
192539	385079	2	5
192611	385223	2	5
192971	385943	2	5
193139	386279	8	8
193181	386363	5	2
193373	386747	8	8
193463	386927	8	8
193493	386987	2	5
193541	387083	5	2
193601	387203	2	5
193751	387503	8	8
193793	387587	5	2
193811	387623	5	2
193841	387683	8	8
193871	387743	2	5
194093	388187	8	8
194609	389219	2	5
194723	389447	8	8
194861	389723	2	5
194891	389783	5	2
194933	389867	2	5
194963	389927	5	2
195053	390107	5	2
195131	390263	2	5
195161	390323	5	2
195203	390407	2	5
195353	390707	8	8
195479	390959	8	8
195581	391163	2	5
195599	391199	2	5
195743	391487	2	5
195809	391619	5	2
195869	391739	2	5
196043	392087	5	2
196139	392279	2	5
196169	392339	5	2
196181	392363	8	8
196271	392543	8	8
196331	392663	5	2
196379	392759	8	8
196439	392879	5	2
196541	393083	8	8
196643	393287	2	5
196739	393479	8	8
196769	393539	2	5
197003	394007	2	5
197009	394019	8	8
197159	394319	5	2
197261	394523	8	8
197369	394739	8	8
197573	395147	5	2
197621	395243	8	8
197651	395303	2	5
198221	396443	5	2
198281	396563	2	5
198323	396647	8	8
198491	396983	5	2
198641	397283	2	5
198689	397379	5	2
198899	397799	8	8
198953	397907	8	8
199103	398207	5	2
199109	398219	2	5
199151	398303	8	8
199211	398423	5	2
199313	398627	8	8
199379	398759	2	5
200033	400067	8	8
200153	400307	2	5
200351	400703	2	5
200639	401279	2	5
201011	402023	5	2
201119	402239	5	2
201209	402419	5	2
201251	402503	2	5
201401	402803	8	8
201473	402947	8	8
201581	403163	8	8
201893	403787	5	2
202049	404099	8	8
202061	404123	2	5
202409	404819	8	8
202613	405227	5	2
202661	405323	8	8
202799	405599	2	5
202841	405683	8	8
202859	405719	8	8
202931	405863	8	8
202973	405947	5	2
203249	406499	2	5
203279	406559	5	2
203429	406859	2	5
203789	407579	2	5
203873	407747	5	2
203921	407843	8	8
204101	408203	8	8
204173	408347	8	8
204311	408623	2	5
204329	408659	2	5
204359	408719	5	2
204371	408743	8	8
204461	408923	8	8
204521	409043	5	2
204749	409499	8	8
204983	409967	8	8
205031	410063	2	5
205043	410087	5	2
205253	410507	8	8
205391	410783	2	5
205559	411119	8	8
205721	411443	8	8
205763	411527	5	2
206009	412019	8	8
206033	412067	5	2
206369	412739	8	8
206483	412967	5	2
206543	413087	2	5
206603	413207	8	8
206879	413759	5	2
206933	413867	5	2
206939	413879	2	5
207041	414083	5	2
207191	414383	2	5
207269	414539	8	8
207341	414683	8	8
207401	414803	5	2
207479	414959	2	5
207593	415187	8	8
207671	415343	5	2
207821	415643	2	5
208073	416147	2	5
208121	416243	5	2
208511	417023	8	8
208739	417479	2	5
208931	417863	5	2
208991	417983	2	5
209021	418043	5	2
209039	418079	5	2
209213	418427	8	8
209333	418667	2	5
209381	418763	5	2
209393	418787	8	8
209441	418883	2	5
209543	419087	5	2
209789	419579	8	8
209801	419603	2	5
210131	420263	8	8
210191	420383	5	2
210209	420419	5	2
210233	420467	2	5
210299	420599	5	2
210401	420803	8	8
210803	421607	5	2
210869	421739	8	8
210923	421847	8	8
211049	422099	8	8
211229	422459	8	8
211283	422567	8	8
211313	422627	2	5
211433	422867	5	2
211493	422987	2	5
211643	423287	8	8
211661	423323	8	8
211889	423779	2	5
211943	423887	2	5
212039	424079	8	8
212081	424163	5	2
212099	424199	5	2
212123	424247	2	5
212501	425003	2	5
212561	425123	8	8
212573	425147	2	5
212801	425603	5	2
212909	425819	5	2
212969	425939	2	5
213203	426407	2	5
213263	426527	8	8
213281	426563	8	8
213533	427067	8	8
213539	427079	5	2
213623	427247	8	8
213641	427283	8	8
213929	427859	8	8
214283	428567	2	5
214541	429083	8	8
214559	429119	8	8
214673	429347	5	2
214733	429467	2	5
214913	429827	2	5
214943	429887	5	2
215249	430499	5	2
215399	430799	2	5
215531	431063	8	8
215573	431147	5	2
215681	431363	5	2
215723	431447	2	5
215801	431603	8	8
216071	432143	8	8
216113	432227	5	2
216179	432359	8	8
216263	432527	2	5
216329	432659	5	2
216371	432743	2	5
216719	433439	8	8
216803	433607	2	5
216851	433703	5	2
217121	434243	5	2
217229	434459	5	2
217463	434927	5	2
217643	435287	5	2
217781	435563	8	8
217823	435647	5	2
218171	436343	2	5
218213	436427	8	8
218363	436727	5	2
218579	437159	5	2
218681	437363	8	8
218843	437687	8	8
219071	438143	2	5
219143	438287	2	5
219311	438623	8	8
219353	438707	5	2
219491	438983	8	8
219503	439007	2	5
219599	439199	8	8
219683	439367	2	5
219731	439463	5	2
219881	439763	2	5
219911	439823	5	2
219941	439883	8	8
219959	439919	8	8
220019	440039	5	2
220151	440303	2	5
220169	440339	2	5
220361	440723	5	2
220403	440807	2	5
220469	440939	5	2
220553	441107	8	8
220589	441179	8	8
220721	441443	5	2
220793	441587	5	2
220919	441839	5	2
221069	442139	2	5
221159	442319	2	5
221219	442439	8	8
221411	442823	2	5
221489	442979	8	8
221621	443243	5	2
221999	443999	5	2
222023	444047	2	5
222269	444539	5	2
222311	444623	2	5
222713	445427	8	8
222731	445463	8	8
222791	445583	5	2
222941	445883	2	5
223061	446123	5	2
223589	447179	2	5
223841	447683	2	5
224033	448067	5	2
224069	448139	5	2
224303	448607	5	2
224351	448703	8	8
224363	448727	2	5
224429	448859	5	2
224501	449003	5	2
224699	449399	5	2
224729	449459	8	8
224771	449543	5	2
224831	449663	2	5
224891	449783	8	8
224993	449987	2	5
225119	450239	2	5
225143	450287	8	8
225149	450299	5	2
225299	450599	2	5
225353	450707	2	5
225383	450767	5	2
225671	451343	5	2
225749	451499	2	5
225839	451679	2	5
225983	451967	2	5
226013	452027	5	2
226379	452759	2	5
226511	453023	8	8
226553	453107	5	2
226571	453143	5	2
226799	453599	8	8
226991	453983	2	5
227189	454379	2	5
227399	454799	5	2
227453	454907	5	2
227459	454919	2	5
227471	454943	5	2
227501	455003	8	8
227561	455123	5	2
227609	455219	8	8
227789	455579	8	8
228023	456047	8	8
228251	456503	2	5
228311	456623	8	8
228341	456683	2	5
228383	456767	8	8
228461	456923	5	2
228479	456959	5	2
228521	457043	2	5
228773	457547	2	5
228869	457739	8	8
228989	457979	2	5
229181	458363	5	2
229199	458399	5	2
229283	458567	8	8
229373	458747	8	8
229403	458807	2	5
229409	458819	8	8
229583	459167	2	5
229739	459479	5	2
229961	459923	2	5
230063	460127	5	2
230123	460247	2	5
230189	460379	5	2
230309	460619	8	8
230393	460787	2	5
230453	460907	8	8
230663	461327	2	5
230819	461639	5	2
231131	462263	2	5
231359	462719	5	2
231431	462863	5	2
231443	462887	8	8
231551	463103	8	8
231821	463643	8	8
231839	463679	8	8
231893	463787	8	8
232409	464819	2	5
232439	464879	5	2
232499	464999	2	5
232709	465419	5	2
232871	465743	5	2
233021	466043	2	5
233069	466139	5	2
233141	466283	5	2
233591	467183	5	2
233939	467879	2	5
234029	468059	2	5
234161	468323	8	8
234323	468647	8	8
234341	468683	8	8
234683	469367	8	8
234743	469487	5	2
234791	469583	8	8
234893	469787	2	5
234959	469919	5	2
234989	469979	8	8
235043	470087	8	8
235199	470399	2	5
235289	470579	2	5
235751	471503	5	2
235901	471803	2	5
235979	471959	8	8
236063	472127	2	5
236069	472139	8	8
236261	472523	2	5
236381	472763	5	2
236399	472799	5	2
236429	472859	8	8
236573	473147	8	8
236609	473219	8	8
236993	473987	5	2
237071	474143	2	5
237173	474347	5	2
237179	474359	2	5
237683	475367	2	5
237689	475379	8	8
237701	475403	2	5
237791	475583	2	5
237911	475823	5	2
237929	475859	5	2
238019	476039	5	2
238109	476219	5	2
238181	476363	5	2
238691	477383	2	5
238883	477767	5	2
238919	477839	5	2
238949	477899	8	8
239069	478139	2	5
239171	478343	5	2
239201	478403	8	8
239633	479267	8	8
240011	480023	8	8
240101	480203	8	8
240209	480419	8	8
240263	480527	8	8
240353	480707	8	8
240479	480959	8	8
240599	481199	2	5
240893	481787	8	8
241049	482099	2	5
241061	482123	5	2
241253	482507	8	8
241259	482519	5	2
241313	482627	5	2
241343	482687	8	8
241589	483179	2	5
241781	483563	5	2
241883	483767	8	8
241919	483839	8	8
241931	483863	2	5
242009	484019	8	8
242129	484259	2	5
242243	484487	8	8
242393	484787	5	2
242603	485207	8	8
242681	485363	5	2
243011	486023	2	5
243101	486203	2	5
243161	486323	8	8
243203	486407	5	2
243263	486527	2	5
243461	486923	2	5
243473	486947	5	2
243539	487079	8	8
243623	487247	2	5
243851	487703	5	2
243863	487727	8	8
243989	487979	8	8
244199	488399	2	5
244301	488603	5	2
244313	488627	8	8
244379	488759	2	5
244589	489179	5	2
244619	489239	8	8
244703	489407	2	5
244901	489803	2	5
244943	489887	8	8
245183	490367	5	2
245279	490559	2	5
245321	490643	8	8
245501	491003	8	8
245519	491039	8	8
245639	491279	2	5
245711	491423	2	5
245741	491483	5	2
245909	491819	2	5
246329	492659	8	8
246569	493139	5	2
246731	493463	5	2
246803	493607	5	2
246929	493859	5	2
247073	494147	5	2
247193	494387	8	8
247259	494519	2	5
247343	494687	5	2
247391	494783	8	8
247421	494843	2	5
247451	494903	5	2
247463	494927	8	8
247781	495563	2	5
247853	495707	2	5
247913	495827	8	8
247991	495983	5	2
248063	496127	5	2
248141	496283	2	5
248243	496487	5	2
248291	496583	8	8
248351	496703	5	2
248639	497279	5	2
248753	497507	2	5
248789	497579	2	5
248981	497963	5	2
249059	498119	2	5
249233	498467	5	2
249383	498767	2	5
249533	499067	8	8
249563	499127	2	5
249779	499559	2	5
249971	499943	5	2
249989	499979	5	2
250259	500519	5	2
250301	500603	2	5
250361	500723	8	8
250403	500807	5	2
250643	501287	2	5
250709	501419	5	2
250751	501503	2	5
250829	501659	8	8
250853	501707	5	2
250889	501779	5	2
251393	502787	5	2
251501	503003	5	2
251519	503039	5	2
251561	503123	2	5
251831	503663	2	5
251939	503879	2	5
251969	503939	5	2
252341	504683	8	8
252383	504767	5	2
252533	505067	2	5
252641	505283	2	5
252761	505523	5	2
252779	505559	5	2
252881	505763	8	8
252911	505823	2	5
253229	506459	5	2
253343	506687	2	5
253349	506699	8	8
253481	506963	5	2
253679	507359	5	2
253751	507503	5	2
253871	507743	8	8
253901	507803	2	5
253919	507839	2	5
254249	508499	8	8
254279	508559	2	5
254291	508583	5	2
255023	510047	8	8
255149	510299	8	8
255191	510383	5	2
255383	510767	8	8
255413	510827	2	5
255743	511487	8	8
255851	511703	8	8
256499	512999	8	8
256541	513083	5	2
257093	514187	8	8
257123	514247	2	5
257171	514343	5	2
257189	514379	5	2
257249	514499	2	5
257321	514643	2	5
257639	515279	5	2
257921	515843	8	8
258113	516227	2	5
258161	516323	5	2
258299	516599	8	8
258521	517043	5	2
258539	517079	5	2
258743	517487	2	5
258809	517619	5	2
258959	517919	2	5
258983	517967	8	8
259163	518327	8	8
259271	518543	8	8
259379	518759	8	8
259643	519287	2	5
259691	519383	5	2
259823	519647	2	5
259841	519683	2	5
260009	520019	8	8
260189	520379	8	8
260213	520427	5	2
260339	520679	5	2
260483	520967	5	2
260723	521447	2	5
260861	521723	5	2
260951	521903	5	2
260999	521999	8	8
261329	522659	5	2
261353	522707	2	5
261713	523427	2	5
261881	523763	8	8
262049	524099	5	2
262109	524219	2	5
262121	524243	5	2
262193	524387	5	2
262253	524507	2	5
262469	524939	2	5
262583	525167	8	8
262649	525299	2	5
262733	525467	5	2
263111	526223	5	2
263183	526367	5	2
263369	526739	2	5
263429	526859	8	8
263561	527123	5	2
263723	527447	5	2
263849	527699	5	2
263909	527819	2	5
264053	528107	2	5
264083	528167	5	2
264263	528527	5	2
264353	528707	5	2
264359	528719	2	5
265091	530183	5	2
265151	530303	2	5
265169	530339	2	5
265403	530807	2	5
265511	531023	2	5
265571	531143	8	8
265619	531239	2	5
266081	532163	5	2
266093	532187	8	8
266099	532199	5	2
266153	532307	5	2
266261	532523	5	2
266369	532739	5	2
266411	532823	2	5
266663	533327	2	5
266681	533363	2	5
266999	533999	5	2
267203	534407	2	5
267353	534707	8	8
267413	534827	5	2
267419	534839	2	5
267551	535103	8	8
267749	535499	8	8
267803	535607	8	8
267863	535727	5	2
267929	535859	8	8
267959	535919	2	5
268043	536087	5	2
268049	536099	2	5
268133	536267	5	2
268199	536399	8	8
268211	536423	2	5
268343	536687	8	8
268643	537287	2	5
269039	538079	2	5
269063	538127	8	8
269141	538283	5	2
269183	538367	2	5
269519	539039	5	2
269579	539159	2	5
269651	539303	2	5
269723	539447	2	5
269891	539783	8	8
270059	540119	5	2
270191	540383	2	5
270269	540539	8	8
270299	540599	2	5
